,Listing ID,Property Address,City,Zip Code,Neighborhood,Title,Content,Type,Status,Sale Price,Lease Price,Lease Price Type,Building Size (sqft),Land Size (sqft),Agent
41,19214,"12780 Northwest 38th Avenue, Opa-locka, Florida 33054",Opa-locka,33054,hollywood,"10,000 Sq. Ft. Warehouse For Lease","Fausto Commercial is pleased to present 12780 NW 38 Ave, an industrial warehouse available for lease in Opa-Locka, FL. This property offers 10,000 sqft of warehouse space, ideal for various industrial uses. Featuring a ceiling height of 18 feet, the warehouse provides ample vertical clearance for storage and operations. It includes one dock-height loading door and one street-level door, facilitating efficient loading and unloading. The building is equipped with 3-phase electrical power and benefits from a sturdy twin-T roof construction.",Industrial,For Lease,2000000.0,15.0,Per square foot,10000.0,19821.0,Markos Bertolotti
42,19284,"2535 Northwest 72nd Avenue, Miami, Florida 33122",Miami,33122,hollywood,"1,176 SF of Miami Industrial Park/Warehouse Space","1,176 SF of warehouse space available for lease at the Miami International Industrial Park. This industrial park offers an excellent location, situated in close proximity to the Miami International Airport, Dolphin Expressway and Palmetto Expressway. The warehouse is equipped with a street-level door, 18-foot ceilings, and a small office space. It's ideal for various industrial uses, including storage, distribution, and light manufacturing.",Industrial,For Lease,2000000.0,1700.0,Per month,1176.0,7500.0,"Yuniel De Varona,Markos Bertolotti"
43,21090,"1561 Northwest 93rd Avenue, Doral, Florida 33172",Doral,33172,hollywood,"1,400 SF Flex Space in Doral","Discover this prime flex space located in the heart of Doral at 1561 NW 93rd Ave, Unit 109. Offering 1,400 sq ft of versatile space, this property features a generous 20-foot clear ceiling height, making it ideal for a variety of business operations. Equipped with three-phase power, a street-level door, and three assigned parking spaces, this flex space ensures functionality and convenience. The layout includes a well-designed 300 sqft office area, perfect for administrative tasks. Situated in a thriving Doral community, this property presents an excellent opportunity for businesses seeking a strategic location with easy access to major highways and amenities.",Industrial,For Lease,2000000.0,3500.0,Per month,1400.0,7500.0,Bobby Berrido
44,21087,"1741 Northwest 20th Street, Miami, Florida 33142",Miami,33142,hollywood,"Allapattah Urban Core 3,600sf Warehouse for lease.","Allapattah Urban Core 3,600sf Warehouse for lease. 3,600sf warehouse abundant lot with plenty of parking , setback to accommodate easy loading/unloading and parking in front of building. Single setback streetlevel loading bay with overhead door. Solid all concrete construction with 20 ft height. The site’s best feature is location. Allapattah is an urban core neighborhood, with quick access to major population centers like downtown, Brickell, coral gables, Wynwood and more. It also features great access to major logistical focal points such as the airport riverport and seaport, and all the areas major highways such as I95 and SR836 which can get you anywhere north/south/or west in the county.",Industrial,For Lease,2000000.0,23.0,Per square foot,3600.0,7500.0,"Rey Moya,Carlos Fausto Miranda"
45,20893,"2575 Northwest 72nd Street, Miami, Florida 33147",Miami,33147,hollywood,"2575 NW 72 ST - 40,000 SF of Fully Paved Industrial Land","Discover a prime investment opportunity at 2575 NW 72nd St, Miami, FL, featuring 40,000 square feet of fully paved industrial land. Conveniently located just a block from NW 27th Ave, one of Miami’s key north-south corridors, and only three blocks from NW 79th St, this site offers exceptional access to major thoroughfares, including quick routes to Miami Beach. The property comes equipped with a small office, established drainage systems, and connected utilities, making it ideal for a variety of uses. Zoned ”NCUAD” within Miami-Dade County, this versatile property is perfectly suited for outdoor storage or truck parking, catering to businesses in need of reliable space. Its strategic location is just minutes from Miami International Airport and the Port of Miami, enhancing its attractiveness for logistics and transportation ventures. Don’t miss out on this ultimate opportunity to secure a significant parcel in a rapidly developing area!",Industrial,For Lease,2000000.0,23000.0,Per month,0.0,40000.0,"Bobby Berrido,Ernesto Diaz"
46,19132,"12555 Northwest 38th Avenue, Opa-locka, Florida 33054",Opa-locka,33054,hollywood,1.21 Acre Industrial Land for Lease,"Fausto Commercial Realty Consultants, as exclusive representative is pleased to present a rare and unique opportunity to lease a 1.21 Acres lot in the heart of Opa-Locka. This expansive property offers the space and flexibility you need to design, build and expand your ideal industrial facility. Offering a massive 52,995 SF of heavy zoned industrial land, making it an ideal location for a variety of businesses and uses. City of Opa Locka, remains one of the very few industrial districts which allows for this type of specific use. This is a rare opportunity to secure a strategic location for your business’s future growth and success.",Industrial,For Lease,2000000.0,11500.0,Per month,0.0,52925.0,"Yuniel De Varona,Markos Bertolotti"
47,19317,"13820 Northwest 27th Avenue, Opa-locka, Florida 33054",Opa-locka,33054,hollywood,1.21 Acre Industrial Land for Lease,"Fausto Commercial Realty Consultants, as exclusive representative is pleased to present a rare and unique opportunity to lease a 1.21 Acres lot in the heart of Opa-Locka. This expansive property offers the space and flexibility you need to design, build and expand your ideal industrial facility. Offering a massive 52,995 SF of heavy zoned industrial land, making it an ideal location for a variety of businesses and uses. City of Opa Locka, remains one of the very few industrial districts which allows for this type of specific use. This is a rare opportunity to secure a strategic location for your business’s future growth and success.",Industrial,For Lease,2000000.0,12000.0,Per month,0.0,52925.0,"Yuniel De Varona,Markos Bertolotti"
48,19140,"2661 Northwest 106th Street, Hialeah, Florida 33147",Hialeah,33147,hollywood,"Industrial 30,000 Sq Ft Commercial Property For Lease","Empower your business by leasing this property. Its strategic location is ideal for truck parking/services, car dealership enterprises and more. The site consists of over 30,000 sqft of paved lots and convenient office space. This expansive lot offers ample space for parking, storage, and different types of operations, making it an ideal location for businesses in the transportation and automotive industries. Fronting 27th Ave one of the busiest highest commercial corridors in all Miami. This is an excellent opportunity to establish or expand your business operations. Key Features: – Expansive lot size – Fronting major corridor -Perfect for truck parking",Industrial,For Lease,6.0,15.0,Per month,630.0,30318.0,Yuniel De Varona
49,20098,"13184 Northwest 31st Avenue, Opa-locka, Florida 33054",Opa-locka,33054,hollywood,INDUSTRIAL ZONED LOT AVAILABLE FOR LEASE,"Welcome to 13184 NW 31st AVE, a heavy industrial lot available for lease. The property is situated in a prime industrial area of Miami-Dade County and features 12,160 square feet of yard space. This industrial property is a versatile and well maintained space perfect for various industrial and commercial uses. This property has access to essential utilities, including water, electricity, and video recording. The location offers easy access to major highways, including I-95 and the Florida Turnpike, making it an ideal location for businesses with transportation and logistics needs. – Large parking area – Utilities on site -Proximity to airport",Industrial,For Lease,6.0,15.0,Per month,0.0,12160.0,"Yuniel De Varona,Markos Bertolotti"
50,19804,"2661 Northwest 106th Street, Hialeah, Florida 33147",Hialeah,33147,hollywood,COMMERCIAL PROPERTY AVAILABLE FOR LEASE,"Empower your business by leasing this property. Its strategic location is ideal for truck parking/services, car dealership enterprises and more. The site consists of over 30,000 sqft of paved lots and convenient office space. This expansive lot offers ample space for parking, storage, and different types of operations, making it an ideal location for businesses in the transportation and automotive industries. Fronting 27th Ave one of the busiest highest commercial corridors in all Miami. This is an excellent opportunity to establish or expand your business operations. Key Features: – Expansive lot size – Fronting major corridor -Perfect for truck parking",Retail,For Lease,6.0,15.0,Per month,630.0,30318.0,Yuniel De Varona
